"","ad_id","campaign_id","age","gender","interest","Impressions","Clicks","Spent","Total_Conversion","Approved_Conversion","CTR","CPC","CostPerConv_Total","CostPerConv_Approved","CPM"
"305",778156,936,32,0,28,9388,2,3.140000105,1,0,0.0213,1.57,3.14,3.140000105,0.33
"306",778161,936,32,0,28,17954,6,7.5400002,2,1,0.0334,1.2567,3.77,7.54,0.42
"307",778208,936,42,1,29,2755,0,0,1,0,0,0,0,0,0
"308",778264,936,42,1,27,8152,1,0.99000001,1,0,0.0123,0.99,0.99,0.99000001,0.12
"309",778266,936,42,1,27,74542,19,34.1500001,1,0,0.0255,1.7974,34.15,34.1500001,0.46
"310",778421,936,42,1,20,6699,2,3.090000033,1,0,0.0299,1.545,3.09,3.090000033,0.46
"311",778422,936,42,1,20,11911,4,3.959999919,1,0,0.0336,0.99,3.96,3.959999919,0.33
"312",778461,936,42,0,29,10090,2,2.650000095,1,1,0.0198,1.325,2.65,2.65,0.26
"313",778471,936,32,0,32,1273,0,0,1,1,0,0,0,0,0
"314",778483,936,42,1,18,24188,5,8.179999828,1,0,0.0207,1.636,8.18,8.179999828,0.34
"315",778529,936,32,0,31,2214,0,0,1,0,0,0,0,0,0
"316",778556,936,42,0,32,9735,4,4.130000114,1,1,0.0411,1.0325,4.13,4.13,0.42
"317",778590,936,32,0,30,1371,0,0,1,1,0,0,0,0,0
"318",778600,936,42,1,22,10750,4,5.389999866,1,0,0.0372,1.3475,5.39,5.389999866,0.5
"319",778626,936,32,0,29,7629,1,0.720000029,1,1,0.0131,0.72,0.72,0.72,0.09
"320",778628,936,32,0,29,4608,0,0,1,0,0,0,0,0,0
"321",778674,936,37,0,29,3732,0,0,1,0,0,0,0,0,0
"322",778689,936,32,0,28,7453,1,1.679999948,1,1,0.0134,1.68,1.68,1.68,0.23
"323",778722,936,37,1,64,41785,14,19.10000038,1,0,0.0335,1.3643,19.1,19.10000038,0.46
"324",778737,936,37,0,27,8077,2,3.579999924,1,1,0.0248,1.79,3.58,3.58,0.44
"325",778756,936,37,1,63,5602,1,1.580000043,1,0,0.0179,1.58,1.58,1.580000043,0.28
"326",778804,936,32,0,26,6184,2,2.75,1,1,0.0323,1.375,2.75,2.75,0.44
"327",778808,936,32,0,26,1738,0,0,1,0,0,0,0,0,0
"328",778964,936,37,1,27,112460,25,41.29000068,1,0,0.0222,1.6516,41.29,41.29000068,0.37
"329",779057,936,42,0,15,4414,0,0,1,0,0,0,0,0,0
"330",779106,936,37,1,30,14670,7,9.410000324,1,0,0.0477,1.3443,9.41,9.410000324,0.64
"331",779438,936,32,1,64,33144,9,13.40999985,1,0,0.0272,1.49,13.41,13.40999985,0.4
"332",779453,936,47,0,64,4397,1,0.949999988,1,0,0.0227,0.95,0.95,0.949999988,0.22
"333",779488,936,47,0,65,1006,0,0,1,0,0,0,0,0,0
"334",779573,936,37,1,10,89527,24,32.28999996,1,0,0.0268,1.3454,32.29,32.28999996,0.36
"335",779608,936,37,1,15,2459,0,0,1,0,0,0,0,0,0
"336",779609,936,37,1,15,7116,2,1.730000019,1,1,0.0281,0.865,1.73,1.73,0.24
"337",779622,936,32,1,15,8613,1,0.889999986,2,0,0.0116,0.89,0.445,0.889999986,0.1
"338",779631,936,37,1,16,9730,1,1.379999995,1,0,0.0103,1.38,1.38,1.379999995,0.14
"339",779644,936,32,1,16,51816,8,10.2299999,2,1,0.0154,1.2787,5.115,10.23,0.2
"340",779645,936,32,1,16,27289,3,4.429999828,1,0,0.011,1.4767,4.43,4.429999828,0.16
"341",779715,936,32,1,29,20409,4,3.829999924,1,0,0.0196,0.9575,3.83,3.829999924,0.19
"342",779716,936,32,1,29,8044,1,1.110000014,1,0,0.0124,1.11,1.11,1.110000014,0.14
"343",779738,936,32,1,28,15645,4,5.349999905,1,0,0.0256,1.3375,5.35,5.349999905,0.34
"344",779778,936,32,1,31,2466,0,0,2,2,0,0,0,0,0
"345",779789,936,47,0,10,11611,3,3.950000048,1,1,0.0258,1.3167,3.95,3.95,0.34
"346",779824,936,47,0,7,9375,3,4.019999981,1,0,0.032,1.34,4.02,4.019999981,0.43
"347",779871,936,32,1,32,4402,1,1.330000043,1,1,0.0227,1.33,1.33,1.33,0.3
"348",779918,936,32,1,18,8469,2,3.089999914,1,0,0.0236,1.545,3.09,3.089999914,0.36
"349",779922,936,32,1,18,5823,1,1.419999957,1,1,0.0172,1.42,1.42,1.42,0.24
"350",779944,936,37,0,10,2549,0,0,1,0,0,0,0,0,0
"351",779979,936,37,0,16,25817,4,6.019999981,1,0,0.0155,1.505,6.02,6.019999981,0.23
"352",779995,936,32,1,20,1961,0,0,1,0,0,0,0,0,0
"353",780064,936,32,1,22,2554,0,0,1,0,0,0,0,0,0
"354",780104,936,32,1,25,4971,1,1.230000019,1,1,0.0201,1.23,1.23,1.23,0.25
"355",780199,936,37,1,23,1030,0,0,1,1,0,0,0,0,0
"356",780318,936,47,1,29,162341,56,77.07999969,3,0,0.0345,1.3764,25.6933,77.07999969,0.47
"357",780323,936,47,1,29,24542,7,9.329999924,1,0,0.0285,1.3329,9.33,9.329999924,0.38
"358",780486,936,32,1,65,2879,0,0,1,1,0,0,0,0,0
"359",780498,936,32,1,64,13621,3,4.090000033,1,0,0.022,1.3633,4.09,4.090000033,0.3
"360",780511,936,32,1,63,6175,1,1.370000005,2,1,0.0162,1.37,0.685,1.37,0.22
"361",780629,936,32,1,28,2963,0,0,1,0,0,0,0,0,0
"362",780653,936,32,1,29,9076,1,1.379999995,1,1,0.011,1.38,1.38,1.38,0.15
"363",780655,936,32,1,29,20941,4,5.909999967,1,1,0.0191,1.4775,5.91,5.91,0.28
"364",780666,936,47,1,10,3462,0,0,1,0,0,0,0,0,0
"365",780681,936,32,1,26,4073,0,0,1,1,0,0,0,0,0
"366",780700,936,32,1,27,3745,0,0,1,0,0,0,0,0,0
"367",780748,936,32,1,24,830,0,0,1,0,0,0,0,0,0
"368",780759,936,47,1,18,2912,0,0,1,0,0,0,0,0,0
"369",780760,936,47,1,18,17167,5,6.910000086,1,0,0.0291,1.382,6.91,6.910000086,0.4
"370",780797,936,32,1,22,24491,7,9.539999962,1,0,0.0286,1.3629,9.54,9.539999962,0.39
"371",780799,936,32,1,22,44699,13,17.30000037,2,0,0.0291,1.3308,8.65,17.30000037,0.39
"372",780821,936,32,1,23,6469,2,1.309999943,1,0,0.0309,0.655,1.31,1.309999943,0.2
"373",780830,936,47,1,16,16053,3,4.079999924,1,1,0.0187,1.36,4.08,4.08,0.25
"374",780835,936,47,1,16,54724,12,17.92999995,1,1,0.0219,1.4942,17.93,17.93,0.33
"375",780867,936,32,1,21,4706,1,1.220000029,1,0,0.0212,1.22,1.22,1.220000029,0.26
"376",780974,936,42,1,32,8316,3,4.569999933,1,1,0.0361,1.5233,4.57,4.57,0.55
"377",781066,936,42,1,22,5794,2,2.269999981,1,0,0.0345,1.135,2.27,2.269999981,0.39
"378",781114,936,42,1,18,4813,1,1.029999971,1,0,0.0208,1.03,1.03,1.029999971,0.21
"379",781159,936,42,1,10,85285,26,36.13000035,1,0,0.0305,1.3896,36.13,36.13000035,0.42
"380",781162,936,42,1,10,5839,1,1.370000005,1,0,0.0171,1.37,1.37,1.370000005,0.23
"381",781175,936,42,1,15,5859,1,1.539999962,1,0,0.0171,1.54,1.54,1.539999962,0.26
"382",781187,936,42,1,16,164118,41,59.06999993,1,0,0.025,1.4407,59.07,59.06999993,0.36
"383",781195,936,37,1,63,18234,6,7.810000062,1,0,0.0329,1.3017,7.81,7.810000062,0.43
"384",781207,936,37,1,64,2755,0,0,1,0,0,0,0,0,0
"385",781303,936,37,1,27,73676,20,28.5,1,0,0.0271,1.425,28.5,28.5,0.39
"386",781305,936,37,1,27,18421,7,10.07999992,1,0,0.038,1.44,10.08,10.07999992,0.55
"387",781327,936,37,1,29,164754,49,67.97999978,2,1,0.0297,1.3873,33.99,67.98,0.41
"388",781353,936,37,1,10,7449,1,1.639999986,1,1,0.0134,1.64,1.64,1.64,0.22
"389",781354,936,37,1,10,6424,1,0.529999971,1,0,0.0156,0.53,0.53,0.529999971,0.08
"390",781438,936,32,0,63,2086,0,0,1,0,0,0,0,0,0
"391",781470,936,37,0,16,6016,0,0,1,0,0,0,0,0,0
"392",781499,936,37,0,15,6412,1,1.370000005,1,0,0.0156,1.37,1.37,1.370000005,0.21
"393",781508,936,32,1,63,5040,1,1.440000057,1,0,0.0198,1.44,1.44,1.440000057,0.29
"394",781556,936,32,1,32,1772,0,0,1,0,0,0,0,0,0
"395",781559,936,32,1,32,1783,0,0,1,0,0,0,0,0,0
"396",781606,936,37,0,20,8200,3,3.919999957,1,0,0.0366,1.3067,3.92,3.919999957,0.48
"397",781690,936,47,1,26,115896,38,49.44000006,1,0,0.0328,1.3011,49.44,49.44000006,0.43
"398",781811,936,37,1,16,10186,1,1.230000019,1,1,0.0098,1.23,1.23,1.23,0.12
"399",781857,936,32,0,20,9134,3,4.180000067,2,0,0.0328,1.3933,2.09,4.180000067,0.46
"400",781858,936,32,0,20,3385,1,1.440000057,1,1,0.0295,1.44,1.44,1.44,0.43
"401",781907,936,47,1,21,1314,0,0,1,0,0,0,0,0,0
"402",781928,936,32,0,18,2916,0,0,1,1,0,0,0,0,0
"403",781929,936,32,0,18,6142,1,1.330000043,1,0,0.0163,1.33,1.33,1.330000043,0.22
"404",781950,936,32,1,20,1984,0,0,1,0,0,0,0,0,0
"405",781999,936,32,0,24,9142,3,3.749999881,1,0,0.0328,1.25,3.75,3.749999881,0.41
"406",782001,936,32,0,24,5475,2,2.730000019,1,1,0.0365,1.365,2.73,2.73,0.5
"407",782022,936,32,1,18,8254,2,2.320000052,1,1,0.0242,1.16,2.32,2.32,0.28
"408",782026,936,32,1,18,5704,1,1.320000052,1,0,0.0175,1.32,1.32,1.320000052,0.23
"409",782130,936,32,1,16,7301,0,0,1,0,0,0,0,0,0
"410",782134,936,32,1,16,37873,5,6.169999957,1,1,0.0132,1.234,6.17,6.17,0.16
"411",782135,936,32,1,16,25267,4,4.940000057,2,1,0.0158,1.235,2.47,4.94,0.2
"412",782171,936,32,1,30,535,0,0,1,0,0,0,0,0,0
"413",782180,936,32,0,29,3396,0,0,1,0,0,0,0,0,0
"414",782219,936,32,0,26,977,0,0,1,0,0,0,0,0,0
"415",782228,936,42,1,63,12318,5,6.340000153,1,1,0.0406,1.268,6.34,6.34,0.51
"416",782242,936,32,1,28,4783,1,0.860000014,1,0,0.0209,0.86,0.86,0.860000014,0.18
"417",782275,936,32,1,29,6475,1,1.350000024,1,0,0.0154,1.35,1.35,1.350000024,0.21
"418",782337,936,47,1,16,104578,29,39.25000095,1,1,0.0277,1.3534,39.25,39.25,0.38
"419",782407,936,47,1,10,33664,11,12.51000035,1,0,0.0327,1.1373,12.51,12.51000035,0.37
"420",782443,936,42,1,20,979,0,0,1,0,0,0,0,0,0
"421",782541,936,42,1,28,7337,3,4.079999924,1,0,0.0409,1.36,4.08,4.079999924,0.56
"422",782587,936,32,0,10,2499,0,0,1,0,0,0,0,0,0
"423",782647,936,42,1,27,11244,3,4.550000191,1,0,0.0267,1.5167,4.55,4.550000191,0.4
"424",782658,936,32,0,15,4827,0,0,1,0,0,0,0,0,0
"425",782694,936,37,1,29,29035,7,8.910000086,2,2,0.0241,1.2729,4.455,4.455,0.31
"426",782706,936,37,1,30,761,0,0,1,0,0,0,0,0,0
"427",782754,936,37,1,26,6532,1,1.610000014,1,0,0.0153,1.61,1.61,1.610000014,0.25
"428",782815,936,42,1,10,11537,3,4.300000191,1,0,0.026,1.4333,4.3,4.300000191,0.37
"429",782816,936,42,1,10,12183,3,2.869999945,1,0,0.0246,0.9567,2.87,2.869999945,0.24
"430",782862,936,37,1,64,5912,1,1.559999943,1,1,0.0169,1.56,1.56,1.56,0.26
"431",950068,936,32,0,10,4012,1,1.570000052,1,0,0.0249,1.57,1.57,1.570000052,0.39
"432",950078,936,32,0,16,12396,2,3.210000038,2,1,0.0161,1.605,1.605,3.21,0.26
"433",950079,936,32,0,16,3142,0,0,2,2,0,0,0,0,0
"434",950099,936,32,0,18,1120,0,0,1,0,0,0,0,0,0
"435",950109,936,32,0,20,343,0,0,1,1,0,0,0,0,0
"436",950170,936,32,0,15,1720,0,0,1,1,0,0,0,0,0
"437",950179,936,32,0,16,3423,0,0,1,1,0,0,0,0,0
"438",950182,936,32,0,16,3242,0,0,1,0,0,0,0,0,0
"439",950183,936,32,0,16,15720,1,1.379999995,1,0,0.0064,1.38,1.38,1.379999995,0.09
"440",950200,936,32,0,10,1217,0,0,1,1,0,0,0,0,0
"441",950224,936,42,0,20,2367,2,2.839999914,1,1,0.0845,1.42,2.84,2.84,1.2
"442",950326,936,37,0,16,6607,1,1.320000052,2,0,0.0151,1.32,0.66,1.320000052,0.2
"443",950345,936,32,0,64,616,0,0,1,0,0,0,0,0,0
"444",950452,936,47,0,16,5537,1,1.519999981,1,0,0.0181,1.52,1.52,1.519999981,0.27
"445",950463,936,47,0,15,818,0,0,1,0,0,0,0,0,0
"446",950495,936,47,0,21,1909,1,0.980000019,1,0,0.0524,0.98,0.98,0.980000019,0.51
"447",950521,936,32,0,21,351,0,0,1,0,0,0,0,0,0
"448",950531,936,47,0,22,572,0,0,1,0,0,0,0,0,0
"449",950537,936,42,0,36,1884,1,1.409999967,1,0,0.0531,1.41,1.41,1.409999967,0.75
"450",950550,936,32,0,30,219,0,0,1,0,0,0,0,0,0
"451",950577,936,32,0,32,540,0,0,1,1,0,0,0,0,0
"452",950578,936,32,0,32,550,0,0,1,0,0,0,0,0,0
"453",950595,936,32,0,26,465,0,0,1,0,0,0,0,0,0
"454",950609,936,32,0,29,1761,0,0,1,1,0,0,0,0,0
"455",950629,936,32,0,65,152,0,0,1,1,0,0,0,0,0
"456",950631,936,32,0,65,152,0,0,1,1,0,0,0,0,0
"457",950649,936,32,0,64,429,0,0,1,0,0,0,0,0,0
"458",950745,936,32,0,29,1514,0,0,2,2,0,0,0,0,0
"459",950770,936,32,0,28,7780,3,4.329999924,2,2,0.0386,1.4433,2.165,2.165,0.56
"460",950772,936,37,0,28,460,0,0,1,0,0,0,0,0,0
"461",950773,936,37,0,28,471,0,0,1,0,0,0,0,0,0
"462",950776,936,37,0,28,2633,1,1.070000052,1,0,0.038,1.07,1.07,1.070000052,0.41
"463",950787,936,32,0,27,199,0,0,1,0,0,0,0,0,0
"464",950808,936,37,0,32,398,0,0,1,0,0,0,0,0,0
"465",950839,936,32,0,24,246,0,0,2,2,0,0,0,0,0
"466",950878,936,42,0,10,2967,1,1.5,1,1,0.0337,1.5,1.5,1.5,0.51
"467",950969,936,47,0,36,255,0,0,1,0,0,0,0,0,0
"468",951021,936,32,1,7,457,0,0,1,1,0,0,0,0,0
"469",951033,936,32,1,10,5517,1,1.230000019,1,0,0.0181,1.23,1.23,1.230000019,0.22
"470",951035,936,32,1,10,1539,0,0,1,1,0,0,0,0,0
"471",951043,936,32,1,16,3189,0,0,1,0,0,0,0,0,0
"472",951045,936,32,1,16,3348,0,0,1,0,0,0,0,0,0
"473",951046,936,32,1,16,20050,4,4.659999847,4,1,0.02,1.165,1.165,4.66,0.23
"474",951102,936,47,0,16,2254,0,0,1,0,0,0,0,0,0
"475",951105,936,47,0,16,5894,1,1.539999962,1,1,0.017,1.54,1.54,1.54,0.26
"476",951133,936,37,0,16,9948,2,2.720000029,2,0,0.0201,1.36,1.36,2.720000029,0.27
"477",951202,936,47,1,26,5307,3,4.289999962,2,1,0.0565,1.43,2.145,4.29,0.81
"478",951225,936,37,1,22,4621,2,3.25,1,1,0.0433,1.625,3.25,3.25,0.7
"479",951270,936,37,1,18,784,0,0,1,1,0,0,0,0,0
"480",951282,936,37,1,16,5775,1,1.580000043,1,1,0.0173,1.58,1.58,1.58,0.27
"481",951285,936,37,1,16,9297,2,2.619999886,2,1,0.0215,1.31,1.31,2.62,0.28
"482",951294,936,37,1,15,699,0,0,1,0,0,0,0,0,0
"483",951305,936,37,1,10,1104,0,0,1,0,0,0,0,0,0
"484",951334,936,32,1,64,3717,1,1.539999962,1,0,0.0269,1.54,1.54,1.539999962,0.41
"485",951391,936,32,1,28,2879,1,1.590000033,2,2,0.0347,1.59,0.795,0.795,0.55
"486",951392,936,32,1,28,2749,1,1.389999986,1,0,0.0364,1.39,1.39,1.389999986,0.51
"487",951400,936,47,1,10,24028,9,12.39000034,2,0,0.0375,1.3767,6.195,12.39000034,0.52
"488",951402,936,32,1,29,1118,0,0,1,1,0,0,0,0,0
"489",951413,936,32,1,26,1083,0,0,2,1,0,0,0,0,0
"490",951420,936,32,1,27,843,0,0,1,0,0,0,0,0,0
"491",951444,936,32,1,25,2983,1,0.970000029,1,0,0.0335,0.97,0.97,0.970000029,0.33
"492",951448,936,32,1,25,696,0,0,1,0,0,0,0,0,0
"493",951462,936,47,1,16,7589,2,3.150000095,1,1,0.0264,1.575,3.15,3.15,0.42
"494",951464,936,47,1,16,20997,10,11.94999981,1,0,0.0476,1.195,11.95,11.94999981,0.57
"495",951465,936,47,1,16,4617,1,1.360000014,1,0,0.0217,1.36,1.36,1.360000014,0.29
"496",951498,936,47,1,20,259,0,0,1,0,0,0,0,0,0
"497",951508,936,32,1,18,1134,0,0,1,0,0,0,0,0,0
"498",951542,936,42,1,27,357,0,0,1,0,0,0,0,0,0
"499",951607,936,42,1,10,848,0,0,1,1,0,0,0,0,0
"500",951608,936,42,1,10,3149,1,1.480000019,1,0,0.0318,1.48,1.48,1.480000019,0.47
"501",951641,936,42,1,2,87,0,0,1,1,0,0,0,0,0
"502",951677,936,37,1,27,2563,1,1.480000019,1,0,0.039,1.48,1.48,1.480000019,0.58
"503",951692,936,37,1,10,1107,0,0,1,0,0,0,0,0,0
"504",951715,936,47,1,64,10677,5,7.269999981,1,0,0.0468,1.454,7.27,7.269999981,0.68
"505",951756,936,37,1,22,2189,1,0.409999996,1,0,0.0457,0.41,0.41,0.409999996,0.19
"506",951779,936,47,1,27,3277,2,2.680000067,1,0,0.061,1.34,2.68,2.680000067,0.82
"507",951782,936,47,1,26,781,0,0,1,0,0,0,0,0,0
"508",951810,936,37,1,16,2226,0,0,1,0,0,0,0,0,0
"509",951812,936,37,1,16,16274,4,6.079999924,2,0,0.0246,1.52,3.04,6.079999924,0.37
"510",951837,936,47,1,20,2077,1,1.50999999,1,1,0.0481,1.51,1.51,1.51,0.73
"511",951853,936,32,1,20,529,0,0,0,0,0,0,0,0,0
"512",951854,936,32,1,20,487,0,0,1,0,0,0,0,0,0
"513",951856,936,32,1,20,4626,2,2.099999905,2,0,0.0432,1.05,1.05,2.099999905,0.45
"514",951941,936,32,1,28,2764,1,1.559999943,1,1,0.0362,1.56,1.56,1.56,0.56
"515",952001,936,47,1,10,5447,2,2.960000038,1,0,0.0367,1.48,2.96,2.960000038,0.54
"516",952031,936,42,1,16,28169,8,12.36999989,1,1,0.0284,1.5462,12.37,12.37,0.44
"517",952080,936,42,1,27,415,0,0,1,0,0,0,0,0,0
"518",952100,936,37,1,29,810,0,0,1,1,0,0,0,0,0
"519",1121091,1178,32,0,10,1194718,141,254.049996,28,14,0.0118,1.8018,9.0732,18.1464,0.21
"520",1121092,1178,32,0,10,637648,67,122.4,13,5,0.0105,1.8269,9.4154,24.48,0.19
"521",1121094,1178,32,0,10,24362,0,0,1,1,0,0,0,0,0
"522",1121095,1178,32,0,10,459690,50,86.33000112,5,2,0.0109,1.7266,17.266,43.165,0.19
"523",1121096,1178,32,0,10,750060,86,161.9099991,11,2,0.0115,1.8827,14.7191,80.955,0.22
"524",1121097,1178,32,0,15,30068,1,1.820000052,1,0,0.0033,1.82,1.82,1.820000052,0.06
"525",1121098,1178,32,0,15,1267550,123,236.7699986,24,10,0.0097,1.925,9.8654,23.677,0.19
"526",1121100,1178,32,0,15,3052003,340,639.9499981,60,17,0.0111,1.8822,10.6658,37.6441,0.21
"527",1121101,1178,32,0,15,29945,1,1.590000033,2,1,0.0033,1.59,0.795,1.59,0.05
"528",1121102,1178,32,0,15,357856,30,52.97000015,7,3,0.0084,1.7657,7.5671,17.6567,0.15
"529",1121104,1178,32,0,16,2080666,202,360.1500015,40,21,0.0097,1.7829,9.0038,17.15,0.17
"530",1121105,1178,32,0,16,145999,9,16.5200001,5,2,0.0062,1.8356,3.304,8.26,0.11
"531",1121107,1178,32,0,16,32616,1,1.539999962,2,0,0.0031,1.54,0.77,1.539999962,0.05
"532",1121108,1178,32,0,16,984521,95,163.8999972,26,14,0.0096,1.7253,6.3038,11.7071,0.17
"533",1121110,1178,32,0,18,880814,123,210.3600006,6,2,0.014,1.7102,35.06,105.18,0.24
"534",1121111,1178,32,0,18,182452,20,35.73000026,4,1,0.011,1.7865,8.9325,35.73,0.2
"535",1121113,1178,32,0,18,894911,120,215.8399994,7,4,0.0134,1.7987,30.8343,53.96,0.24
"536",1121114,1178,32,0,18,31349,2,3.800000072,1,0,0.0064,1.9,3.8,3.800000072,0.12
"537",1121115,1178,32,0,19,410310,55,96.80000055,3,0,0.0134,1.76,32.2667,96.80000055,0.24
"538",1121116,1178,32,0,19,572450,89,157.329998,7,4,0.0155,1.7678,22.4757,39.3325,0.27
"539",1121117,1178,32,0,19,98759,15,26.56999946,1,1,0.0152,1.7713,26.57,26.57,0.27
"540",1121119,1178,32,0,19,345371,54,93.08999991,7,3,0.0156,1.7239,13.2986,31.03,0.27
"541",1121121,1178,32,0,20,323899,46,78.9200002,5,1,0.0142,1.7157,15.784,78.92,0.24
"542",1121122,1178,32,0,20,399199,58,103.1500002,3,0,0.0145,1.7784,34.3833,103.1500002,0.26
"543",1121123,1178,32,0,20,171202,22,36.53000021,3,1,0.0129,1.6605,12.1767,36.53,0.21
"544",1121124,1178,32,0,20,128386,15,28.85000002,2,1,0.0117,1.9233,14.425,28.85,0.22
"545",1121125,1178,32,0,20,1034284,152,257.7099986,20,9,0.0147,1.6955,12.8855,28.6344,0.25
"546",1121126,1178,32,0,20,45923,5,7.220000148,2,0,0.0109,1.444,3.61,7.220000148,0.16
"547",1121127,1178,32,0,21,40873,4,7.899999976,2,1,0.0098,1.975,3.95,7.9,0.19
"548",1121128,1178,32,0,21,286553,34,62.06000042,2,1,0.0119,1.8253,31.03,62.06,0.22
"549",1121129,1178,32,0,21,20618,1,2.099999905,2,1,0.0049,2.1,1.05,2.1,0.1
"550",1121131,1178,32,0,21,83591,7,14.14000046,2,2,0.0084,2.02,7.07,7.07,0.17
"551",1121132,1178,32,0,21,114923,12,23.73000026,4,2,0.0104,1.9775,5.9325,11.865,0.21
"552",1121133,1178,32,0,22,25002,1,1.710000038,1,0,0.004,1.71,1.71,1.710000038,0.07
"553",1121134,1178,32,0,22,68905,5,9.440000057,1,0,0.0073,1.888,9.44,9.440000057,0.14
"554",1121136,1178,32,0,22,169588,16,27.79999924,1,0,0.0094,1.7375,27.8,27.79999924,0.16
"555",1121138,1178,32,0,22,328991,35,67.65000057,5,2,0.0106,1.9329,13.53,33.825,0.21
"556",1121141,1178,32,0,23,23198,2,2.980000019,1,0,0.0086,1.49,2.98,2.980000019,0.13
"557",1121142,1178,32,0,23,26890,2,3.24000001,1,0,0.0074,1.62,3.24,3.24000001,0.12
"558",1121143,1178,32,0,23,221695,31,52.26000011,5,2,0.014,1.6858,10.452,26.13,0.24
"559",1121152,1178,32,0,24,88443,7,13.0400002,1,1,0.0079,1.8629,13.04,13.04,0.15
"560",1121153,1178,32,0,24,187856,23,38.38999975,5,1,0.0122,1.6691,7.678,38.39,0.2
"561",1121164,1178,32,0,25,570699,80,138.7699997,9,2,0.014,1.7346,15.4189,69.385,0.24
"562",1121167,1178,32,0,25,1063508,145,260.3800013,23,7,0.0136,1.7957,11.3209,37.1971,0.24
"563",1121168,1178,32,0,25,50523,6,8.549999952,1,0,0.0119,1.425,8.55,8.549999952,0.17
"564",1121172,1178,32,0,26,87935,9,15.63000023,1,0,0.0102,1.7367,15.63,15.63000023,0.18
"565",1121173,1178,32,0,26,278225,33,60.19999957,3,0,0.0119,1.8242,20.0667,60.19999957,0.22
"566",1121175,1178,32,0,26,209461,20,34.19000006,1,0,0.0095,1.7095,34.19,34.19000006,0.16
"567",1121177,1178,32,0,26,26316,2,3.24000001,3,0,0.0076,1.62,1.08,3.24000001,0.12
"568",1121181,1178,32,0,27,41030,3,5.140000105,2,1,0.0073,1.7133,2.57,5.14,0.13
"569",1121182,1178,32,0,27,876671,120,216.5599982,22,4,0.0137,1.8047,9.8436,54.14,0.25
"570",1121183,1178,32,0,27,399392,53,93.07000041,5,0,0.0133,1.756,18.614,93.07000041,0.23
"571",1121184,1178,32,0,27,283858,30,56.05999923,1,0,0.0106,1.8687,56.06,56.05999923,0.2
"572",1121185,1178,32,0,27,260699,31,54.09999871,5,2,0.0119,1.7452,10.82,27.05,0.21
"573",1121193,1178,32,0,28,57781,5,7.800000072,2,1,0.0087,1.56,3.9,7.8,0.13
"574",1121195,1178,32,0,28,38757,3,5.220000029,1,0,0.0077,1.74,5.22,5.220000029,0.13
"575",1121196,1178,32,0,28,1392288,206,358.5500029,31,7,0.0148,1.7405,11.5661,51.2214,0.26
"576",1121197,1178,32,0,28,1109387,159,280.9899995,13,2,0.0143,1.7672,21.6146,140.495,0.25
"577",1121202,1178,32,0,29,581281,65,115.1200008,10,5,0.0112,1.7711,11.512,23.024,0.2
"578",1121203,1178,32,0,29,1048861,128,219.770002,22,8,0.0122,1.717,9.9895,27.4713,0.21
"579",1121205,1178,32,0,29,297452,30,52.01999986,4,1,0.0101,1.734,13.005,52.02,0.17
"580",1121206,1178,32,0,29,227925,22,35.30999994,22,12,0.0097,1.605,1.605,2.9425,0.15
"581",1121207,1178,32,0,29,374175,38,63.32000101,8,3,0.0102,1.6663,7.915,21.1067,0.17
"582",1121211,1178,32,0,30,223586,32,54.24000037,1,0,0.0143,1.695,54.24,54.24000037,0.24
"583",1121213,1178,32,0,30,283170,39,65.22999996,2,1,0.0138,1.6726,32.615,65.23,0.23
"584",1121215,1178,32,0,30,41636,3,4.210000038,1,0,0.0072,1.4033,4.21,4.210000038,0.1
"585",1121216,1178,32,0,30,198658,30,48.60999978,8,1,0.0151,1.6203,6.0762,48.61,0.24
"586",1121220,1178,32,0,31,100596,10,13.91999972,4,2,0.0099,1.392,3.48,6.96,0.14
"587",1121223,1178,32,0,31,64020,5,11.0599997,1,0,0.0078,2.212,11.06,11.0599997,0.17
"588",1121224,1178,32,0,31,14289,0,0,1,0,0,0,0,0,0
"589",1121229,1178,32,0,32,404866,43,87.42000079,4,0,0.0106,2.033,21.855,87.42000079,0.22
"590",1121231,1178,32,0,32,22256,1,1.659999967,1,1,0.0045,1.66,1.66,1.66,0.07
"591",1121233,1178,32,0,32,57690,4,6.74000001,1,0,0.0069,1.685,6.74,6.74000001,0.12
"592",1121241,1178,32,0,36,24952,5,8.220000267,3,2,0.02,1.644,2.74,4.11,0.33
"593",1121242,1178,32,0,36,38900,3,5.580000043,1,0,0.0077,1.86,5.58,5.580000043,0.14
"594",1121243,1178,32,0,36,53520,6,9.2299999,1,1,0.0112,1.5383,9.23,9.23,0.17
"595",1121244,1178,32,0,36,181683,20,34.22999972,2,1,0.011,1.7115,17.115,34.23,0.19
"596",1121245,1178,32,0,36,29185,2,3.149999976,1,0,0.0069,1.575,3.15,3.149999976,0.11
"597",1121246,1178,32,0,36,105047,13,20.2099994,3,1,0.0124,1.5546,6.7367,20.21,0.19
"598",1121250,1178,32,0,63,287976,31,59.43999982,3,2,0.0108,1.9174,19.8133,29.72,0.21
"599",1121251,1178,32,0,63,212175,22,38.58999968,2,1,0.0104,1.7541,19.295,38.59,0.18
"600",1121252,1178,32,0,63,11139,0,0,1,1,0,0,0,0,0
